"animal","dam","sire","dist","beans","f"
1137,177,43,NA,10,24
1138,180,44,NA,10,17
1139,180,44,NA,1,5
1140,180,44,NA,3,15
1141,180,44,NA,5,17
1142,181,44,NA,3,8
1143,181,44,NA,5,13
1144,181,44,NA,10,15
1145,181,44,NA,1,5
1146,182,44,NA,5,15
1147,182,44,NA,10,15
1148,182,44,NA,1,5
1149,182,44,NA,3,8
1150,183,45,NA,5,6
1151,183,45,NA,10,20
1152,183,45,NA,3,5
1153,183,45,NA,1,5
1154,184,45,NA,1,5
1155,184,45,NA,10,15
1156,184,45,NA,5,22
1157,184,45,NA,3,9
1158,185,45,NA,10,27
1159,185,45,NA,10,24
1160,185,45,NA,5,14
1161,185,45,NA,3,10
1162,185,45,NA,5,18
1163,185,45,NA,3,11
1164,185,45,NA,1,0
1165,185,45,NA,10,20
1166,185,45,NA,1,1
1167,185,45,NA,1,3
1168,186,46,NA,10,29
1169,186,46,NA,5,19
1170,186,46,NA,3,10
1171,186,46,NA,1,4
1172,187,46,NA,10,8
1173,187,46,NA,5,9
1174,188,46,NA,10,32
1175,188,46,NA,1,9
1176,192,48,NA,1,2
1177,193,48,NA,5,14
1178,193,48,NA,10,7
1179,193,48,NA,1,5
1180,193,48,NA,3,3
1181,194,48,NA,1,6
1182,194,48,NA,10,18
1183,196,49,NA,10,27
1184,196,49,NA,5,13
1185,197,49,NA,1,3
1186,197,49,NA,1,3
1187,197,49,NA,3,4
1188,197,49,NA,3,12
1189,197,49,NA,10,19
1190,197,49,NA,5,11
1191,197,49,NA,3,12
1192,197,49,NA,5,2
1193,197,49,NA,5,16
1194,197,49,NA,10,16
1195,197,49,NA,10,28
1196,197,49,NA,1,6
1197,199,50,NA,10,11
1198,199,50,NA,3,20
1199,199,50,NA,5,16
1200,199,50,NA,1,1
1201,199,50,NA,1,4
1202,199,50,NA,10,12
1203,200,50,NA,5,24
1204,200,50,NA,10,30
1205,200,50,NA,3,16
1206,200,50,NA,1,2
